Player,KD Diff,ADR,KAST,Rating,Team,Kills,Deaths,Rating 2.0,KPR,HS,Maps Played_x,DPR,Rounds Contributed,Rounds played,Total kills,Total deaths,Assists / round,KD ratio,Deaths / round,Damage / round,Saved by teammate / round,Grenade dmg / round,Saved teammate / round,Maps Played_y,Rating 1.0,Result
Annihilation,-7.0,60.7,56.0%,0.77,TheMongolz,12,19,0,0,0,0,0,0,8096,11505,7048.0,0.1,1.15,0.61,73.4,0.08,3.3,0.09,430.0,1.11,0
hasteka,-12.0,43.2,52.0%,0.54,TheMongolz,10,22,                          0.86,                          0.57,                          54.3%,                          36,                          0.71,                          63.4%,4909,7587,5549.0,0.12,0.88,0.73,72.2,0.1,3.5,0.08,287.0,0.96,0
electroNic,8.0,101.1,88.0%,1.5,Natus Vincere,24,16,                          1.04,                          0.66,                          47.1%,                          41,                          0.71,                          70.9%,28788,38959,25716.0,0.14,1.12,0.66,82.4,0.09,4.6,0.1,1472.0,1.08,1
s1mple,8.0,91.6,80.0%,1.34,Natus Vincere,21,13,                          1.16,                          0.75,                          40.4%,                          40,                          0.61,                          72.3%,38676,45687,28996.0,0.1,1.33,0.63,85.4,0.08,2.5,0.11,1724.0,1.24,1
Perfecto,8.0,74.5,84.0%,1.26,Natus Vincere,24,16,                          1.08,                          0.66,                          42.3%,                          41,                          0.60,                          75.3%,14575,23258,14015.0,0.13,1.04,0.6,70.2,0.09,4.8,0.09,876.0,1.04,1
b1t,-2.0,83.0,72.0%,1.09,Natus Vincere,16,18,                          1.09,                          0.68,                          61.9%,                          40,                          0.62,                          72.1%,11558,16631,10472.0,0.11,1.1,0.63,75.2,0.09,4.2,0.1,625.0,1.11,1
npl,2.0,76.9,80.0%,1.02,Natus Vincere,17,15,                          1.06,                          0.67,                          52.9%,                          67,                          0.69,                          70.3%,3486,5434,3689.0,0.14,0.94,0.68,72.5,0.11,5.0,0.11,203.0,1.01,1
Brollan,11.0,115.3,95.2%,1.79,Ninjas in Pyjamas,23,12,                          0.98,                          0.61,                          57.5%,                          37,                          0.71,                          69.8%,22610,31628,21229.0,0.13,1.07,0.67,78.7,0.09,5.0,0.1,1188.0,1.11,1
headtr1ck,12.0,89.6,85.7%,1.54,Ninjas in Pyjamas,20,8,                          1.08,                          0.68,                          30.0%,                          37,                          0.57,                          70.5%,5040,6981,4146.0,0.09,1.22,0.59,74.1,0.09,4.1,0.11,260.0,1.13,1
k0nfig,9.0,89.3,85.7%,1.44,Ninjas in Pyjamas,17,8,                          0.97,                          0.65,                          61.2%,                          37,                          0.71,                          67.2%,34224,45914,31790.0,0.13,1.08,0.69,80.3,0.09,2.9,0.1,1729.0,1.07,1
REZ,7.0,55.9,90.5%,1.29,Ninjas in Pyjamas,13,6,                          0.98,                          0.61,                          50.2%,                          37,                          0.62,                          70.6%,28241,40534,26790.0,0.14,1.05,0.66,77.3,0.1,3.9,0.1,1535.0,1.03,1
Aleksib,3.0,55.6,90.5%,1.14,Ninjas in Pyjamas,10,7,                          0.97,                          0.56,                          41.6%,                          40,                          0.63,                          70.5%,20062,31824,20758.0,0.16,0.97,0.65,73.4,0.11,8.3,0.09,1198.0,0.95,1
VINI,-6.0,65.0,52.4%,0.8,Imperial,11,17,                          0.99,                          0.62,                          42.0%,                          20,                          0.69,                          69.9%,19437,29362,19441.0,0.13,1.0,0.66,73.4,0.1,4.2,0.09,1119.0,1.04,0
boltz,-6.0,55.8,52.4%,0.73,Imperial,10,16,                          1.07,                          0.64,                          38.6%,                          23,                          0.65,                          72.6%,26345,37287,23622.0,0.17,1.12,0.63,81.4,0.08,8.8,0.09,1423.0,1.06,0
chelo,-7.0,56.6,38.1%,0.54,Imperial,11,18,                          0.97,                          0.60,                          58.9%,                          40,                          0.67,                          70.2%,19644,27707,18152.0,0.13,1.08,0.66,77.2,0.1,3.6,0.1,1063.0,1.06,0
FalleN,-11.0,23.3,47.6%,0.36,Imperial,5,16,                          1.02,                          0.64,                          27.8%,                          40,                          0.62,                          71.5%,31393,45454,27371.0,0.1,1.15,0.6,71.4,0.09,3.5,0.08,1730.0,1.06,0
JOTA,-12.0,28.2,38.1%,0.32,Imperial,4,16,                          1.06,                          0.65,                          52.3%,                          17,                          0.63,                          74.7%,11922,16534,10374.0,0.15,1.15,0.63,81.1,0.09,6.2,0.1,632.0,1.15,0
iM,-5.0,79.3,54.9%,0.95,GamerLegion,36,41,                          1.00,                          0.64,                          44.4%,                          40,                          0.69,                          68.2%,19370,26298,18231.0,0.13,1.06,0.69,81.9,0.09,3.7,0.09,983.0,1.12,0
acoR,-3.0,61.9,62.7%,0.9,GamerLegion,30,33,                          0.99,                          0.65,                          28.2%,                          27,                          0.64,                          65.1%,23009,32714,20583.0,0.1,1.12,0.63,72.8,0.09,3.8,0.09,1245.0,1.06,0
siuhy,-12.0,66.9,58.8%,0.83,GamerLegion,29,41,                          0.98,                          0.61,                          51.3%,                          43,                          0.69,                          70.5%,13433,19536,13552.0,0.13,0.99,0.69,76.8,0.1,4.8,0.09,730.0,1.05,0
isak,-12.0,65.7,58.8%,0.74,GamerLegion,27,39,                          1.01,                          0.65,                          44.3%,                          29,                          0.65,                          69.4%,13608,21043,13824.0,0.13,0.98,0.66,72.5,0.09,4.8,0.09,780.0,1.02,0
Keoz,-30.0,37.8,43.1%,0.4,GamerLegion,15,45,                          0.91,                          0.61,                          56.7%,                          27,                          0.74,                          64.8%,18072,27129,19112.0,0.13,0.95,0.7,74.1,0.1,4.9,0.09,1018.0,1.01,0
ZywOo,20.0,97.0,82.4%,1.54,Vitality,48,28,                          1.28,                          0.80,                          43.2%,                          36,                          0.57,                          76.2%,26815,31918,19406.0,0.12,1.38,0.61,87.3,0.09,3.7,0.12,1210.0,1.32,1
Magisk,12.0,83.8,84.3%,1.32,Vitality,40,28,                          1.14,                          0.70,                          48.1%,                          36,                          0.61,                          73.9%,30119,42197,26653.0,0.15,1.13,0.63,79.4,0.09,5.9,0.09,1599.0,1.07,1
Spinx,12.0,81.5,84.3%,1.32,Vitality,38,26,                          1.15,                          0.74,                          52.3%,                          36,                          0.60,                          74.6%,12218,16713,10708.0,0.11,1.14,0.64,77.9,0.08,3.5,0.1,627.0,1.12,1
apEX,15.0,94.3,68.6%,1.27,Vitality,42,27,                          0.94,                          0.56,                          43.9%,                          36,                          0.66,                          67.6%,40164,57574,40095.0,0.16,1.0,0.7,77.5,0.1,5.4,0.09,2190.0,1.0,1
dupreeh,2.0,61.3,72.5%,1.06,Vitality,30,28,0,0,0,0,0,0,39488,54509,35206.0,0.14,1.12,0.65,76.3,0.1,3.4,0.09,2085.0,1.07,1
Spinx,16.0,94.9,81.0%,1.45,Vitality,51,35,                          1.15,                          0.74,                          52.3%,                          36,                          0.60,                          74.6%,12218,16713,10708.0,0.11,1.14,0.64,77.9,0.08,3.5,0.1,627.0,1.12,1
ZywOo,14.0,80.2,79.3%,1.25,Vitality,50,36,                          1.28,                          0.80,                          43.2%,                          36,                          0.57,                          76.2%,26815,31918,19406.0,0.12,1.38,0.61,87.3,0.09,3.7,0.12,1210.0,1.32,1
dupreeh,8.0,71.3,75.9%,1.2,Vitality,42,34,0,0,0,0,0,0,39488,54509,35206.0,0.14,1.12,0.65,76.3,0.1,3.4,0.09,2085.0,1.07,1
Magisk,-2.0,80.3,74.1%,1.08,Vitality,38,40,                          1.14,                          0.70,                          48.1%,                          36,                          0.61,                          73.9%,30119,42197,26653.0,0.15,1.13,0.63,79.4,0.09,5.9,0.09,1599.0,1.07,1
apEX,-4.0,77.8,70.7%,1.05,Vitality,38,42,                          0.94,                          0.56,                          43.9%,                          36,                          0.66,                          67.6%,40164,57574,40095.0,0.16,1.0,0.7,77.5,0.1,5.4,0.09,2190.0,1.0,1
nawwk,5.0,71.7,62.1%,1.06,Apeks,43,38,                          1.08,                          0.68,                          34.3%,                          55,                          0.58,                          72.8%,23562,32220,19306.0,0.09,1.22,0.6,72.6,0.08,2.8,0.1,1200.0,1.13,0
STYKO,-5.0,82.2,62.1%,1.0,Apeks,40,45,                          0.96,                          0.62,                          56.4%,                          40,                          0.66,                          69.6%,32554,49307,32352.0,0.13,1.01,0.66,73.6,0.09,5.0,0.08,1856.0,0.99,0
jkaem,-7.0,69.2,55.2%,0.88,Apeks,37,44,                          1.14,                          0.75,                          52.3%,                          55,                          0.72,                          68.5%,31639,43181,30173.0,0.14,1.05,0.7,80.7,0.1,3.9,0.1,1624.0,1.04,0
jL,-6.0,75.4,55.2%,0.86,Apeks,42,48,                          1.00,                          0.64,                          49.4%,                          40,                          0.65,                          69.5%,12801,17504,11742.0,0.13,1.09,0.67,78.8,0.09,4.5,0.09,650.0,1.11,0
kyxsan,-20.0,54.1,63.8%,0.71,Apeks,25,45,                          0.99,                          0.62,                          48.4%,                          55,                          0.67,                          72.6%,11893,17916,12072.0,0.14,0.99,0.67,75.3,0.1,7.0,0.09,667.0,1.04,0
cadiaN,9.0,73.8,70.4%,1.14,Heroic,54,45,                          1.07,                          0.66,                          29.5%,                          33,                          0.59,                          70.1%,30516,44161,27559.0,0.11,1.11,0.62,73.1,0.09,5.0,0.08,1667.0,1.04,0
stavn,4.0,81.9,70.4%,1.12,Heroic,59,55,                          1.16,                          0.75,                          45.2%,                          33,                          0.67,                          73.5%,25415,34852,23485.0,0.14,1.08,0.67,81.2,0.1,4.5,0.11,1306.0,1.12,0
jabbi,-5.0,71.6,75.3%,0.99,Heroic,47,52,                          1.02,                          0.64,                          54.1%,                          33,                          0.66,                          70.9%,17358,25957,17090.0,0.11,1.02,0.66,71.6,0.1,4.3,0.1,968.0,1.04,0
