Text,Field1,Field2
XANTARES,"First kill in won rounds
19.8%",1.17 (1607)
Calyx,"Total opening kills
3045",
Calyx,"Total opening deaths
2589",
Calyx,"Opening kill ratio
1.18",
Calyx,"Opening kill rating
0.99",
Calyx,"Team win percent after first kill
73.7%",
Calyx,"First kill in won rounds
12.3%",Career
Calyx,"First kill in won rounds
12.3%",1.08 (1300)
Calyx,"First kill in won rounds
12.3%",1.08 (1037)
Calyx,"First kill in won rounds
12.3%",1.08 (263)
Calyx,"First kill in won rounds
12.3%",1.01 (17)
woxic,"Total opening kills
4179",
woxic,"Total opening deaths
2779",
woxic,"Opening kill ratio
1.50",
woxic,"Opening kill rating
1.13",
woxic,"Team win percent after first kill
75.8%",
woxic,"First kill in won rounds
17.1%",Career
woxic,"First kill in won rounds
17.1%",1.12 (1342)
woxic,"First kill in won rounds
17.1%",1.10 (965)
woxic,"First kill in won rounds
17.1%",1.14 (377)
woxic,"First kill in won rounds
17.1%",1.06 (36)
imoRR,"Total opening kills
3329",
imoRR,"Total opening deaths
3167",
imoRR,"Opening kill ratio
1.05",
imoRR,"Opening kill rating
1.18",
imoRR,"Team win percent after first kill
72.8%",
imoRR,"First kill in won rounds
21.4%",Career
imoRR,"First kill in won rounds
21.4%",1.02 (818)
imoRR,"First kill in won rounds
21.4%",1.03 (717)
imoRR,"First kill in won rounds
21.4%",0.99 (101)
imoRR,"First kill in won rounds
21.4%",0.81 (5)
xfl0ud,"Total opening kills
692",
xfl0ud,"Total opening deaths
756",
xfl0ud,"Opening kill ratio
0.92",
xfl0ud,"Opening kill rating
0.86",
xfl0ud,"Team win percent after first kill
73.3%",
xfl0ud,"First kill in won rounds
8.6%",Career
xfl0ud,"First kill in won rounds
8.6%",0.98 (424)
xfl0ud,"First kill in won rounds
8.6%",0.99 (355)
xfl0ud,"First kill in won rounds
8.6%",0.96 (69)
xfl0ud,"First kill in won rounds
8.6%",0.98 (5)
mantuu,"Total opening kills
2493",
mantuu,"Total opening deaths
1726",
mantuu,"First kill in won rounds
17.3%",1.12 (787)
mantuu,"First kill in won rounds
17.3%",1.12 (632)
junior,"Total opening kills
1999",
junior,"Total opening deaths
1190",
junior,"First kill in won rounds
16.3%",1.11 (675)
junior,"First kill in won rounds
16.3%",1.12 (609)
n0rb3r7,"Total opening kills
3629",
n0rb3r7,"Total opening deaths
3628",
n0rb3r7,"Opening kill ratio
1.00",
n0rb3r7,"Opening kill rating
1.05",
n0rb3r7,"Team win percent after first kill
70.7%",
n0rb3r7,"First kill in won rounds
15.8%",Career
n0rb3r7,"First kill in won rounds
15.8%",1.03 (1200)
n0rb3r7,"First kill in won rounds
15.8%",1.04 (997)
n0rb3r7,"First kill in won rounds
15.8%",0.97 (203)
n0rb3r7,"First kill in won rounds
15.8%",0.97 (25)
fame,"Total opening kills
2121",
fame,"Total opening deaths
1921",
fame,"Opening kill ratio
1.10",
fame,"Opening kill rating
1.07",
fame,"Team win percent after first kill
73.6%",
fame,"First kill in won rounds
16.3%",Career
fame,"First kill in won rounds
16.3%",1.06 (698)
fame,"First kill in won rounds
16.3%",1.06 (557)
fame,"First kill in won rounds
16.3%",1.05 (141)
fame,"First kill in won rounds
16.3%",1.22 (17)
Fessor,"Total opening kills
1532",
Fessor,"Total opening deaths
1560",
Fessor,"Opening kill ratio
0.98",
Fessor,"Opening kill rating
1.06",
Fessor,"Team win percent after first kill
72.3%",
Fessor,"First kill in won rounds
17.1%",Career
Fessor,"First kill in won rounds
17.1%",1.03 (476)
Fessor,"First kill in won rounds
17.1%",1.04 (435)
Fessor,"First kill in won rounds
17.1%",0.96 (41)
Fessor,"First kill in won rounds
17.1%",-
w0nderful,"Total opening kills
1156",
w0nderful,"Total opening deaths
664",
w0nderful,"Opening kill ratio
1.74",
w0nderful,"Opening kill rating
1.10",
w0nderful,"Team win percent after first kill
74.7%",
w0nderful,"First kill in won rounds
15.5%",Career
w0nderful,"First kill in won rounds
15.5%",1.18 (407)
w0nderful,"First kill in won rounds
15.5%",1.21 (313)
w0nderful,"First kill in won rounds
15.5%",1.11 (94)
w0nderful,"First kill in won rounds
15.5%",1.20 (10)
try,"Total opening kills
1640",
try,"Total opening deaths
1011",
try,"Opening kill ratio
1.62",
try,"Opening kill rating
1.15",
try,"Team win percent after first kill
73.8%",
try,"First kill in won rounds
16.9%",Career
try,"First kill in won rounds
16.9%",1.16 (503)
try,"First kill in won rounds
16.9%",1.17 (415)
try,"First kill in won rounds
16.9%",1.09 (88)
try,"First kill in won rounds
16.9%",0.90 (5)
coldzera,"Total opening kills
3848",
coldzera,"Total opening deaths
2981",
coldzera,"First kill in won rounds
12.6%",1.13 (1632)
coldzera,"First kill in won rounds
12.6%",1.10 (863)
NEOFRAG,"Total opening kills
2968",
NEOFRAG,"Total opening deaths
2681",
NEOFRAG,"Team win percent after first kill
72.7%",
NEOFRAG,"First kill in won rounds
17.3%",1.07 (900)
NEOFRAG,"First kill in won rounds
17.3%",1.08 (663)
syrsoN,"Total opening kills
6866",
syrsoN,"Total opening deaths
4806",
syrsoN,"First kill in won rounds
20.3%",1.09 (1869)
syrsoN,"First kill in won rounds
20.3%",1.10 (1504)
tabseN,"Total opening kills
7034",
tabseN,"Total opening deaths
7246",
tabseN,"First kill in won rounds
17.0%",1.04 (2249)
tabseN,"First kill in won rounds
17.0%",1.04 (1605)
Krimbo,"Total opening kills
1655",
Krimbo,"Total opening deaths
1362",
Krimbo,"Team win percent after first kill
72.1%",
Krimbo,"First kill in won rounds
13.1%",1.07 (678)
Krimbo,"First kill in won rounds
13.1%",1.10 (472)
autimatic,"Total opening kills
3689",
autimatic,"Total opening deaths
3160",
autimatic,"First kill in won rounds
15.0%",1.07 (1352)
autimatic,"First kill in won rounds
15.0%",1.08 (797)
neaLaN,"Total opening kills
3195",
neaLaN,"Total opening deaths
3515",
neaLaN,"Opening kill ratio
0.91",
neaLaN,"Opening kill rating
0.98",
neaLaN,"Team win percent after first kill
71.3%",
neaLaN,"First kill in won rounds
14.1%",Career
neaLaN,"First kill in won rounds
14.1%",0.93 (1197)
neaLaN,"First kill in won rounds
14.1%",0.94 (1051)
neaLaN,"First kill in won rounds
14.1%",0.88 (146)
neaLaN,"First kill in won rounds
14.1%",0.96 (13)
HexT,"Total opening kills
2051",
HexT,"Total opening deaths
2063",
HexT,"Opening kill ratio
0.99",
HexT,"Opening kill rating
1.02",
HexT,"Team win percent after first kill
72.1%",
HexT,"First kill in won rounds
15.1%",Career
HexT,"First kill in won rounds
15.1%",1.01 (737)
HexT,"First kill in won rounds
15.1%",1.01 (631)
HexT,"First kill in won rounds
15.1%",0.96 (106)
HexT,"First kill in won rounds
15.1%",0.71 (5)
hallzerk,"Total opening kills
3106",
hallzerk,"Total opening deaths
2290",
hallzerk,"Opening kill ratio
1.36",
hallzerk,"Opening kill rating
1.12",
hallzerk,"Team win percent after first kill
74.1%",
hallzerk,"First kill in won rounds
17.8%",Career
hallzerk,"First kill in won rounds
17.8%",1.07 (952)
hallzerk,"First kill in won rounds
17.8%",1.06 (776)
hallzerk,"First kill in won rounds
17.8%",1.08 (176)
hallzerk,"First kill in won rounds
17.8%",0.91 (5)
xertioN,"Total opening kills
1329",
xertioN,"Total opening deaths
1354",
xertioN,"Opening kill ratio
0.98",
xertioN,"Opening kill rating
1.09",
xertioN,"Team win percent after first kill
75.2%",
xertioN,"First kill in won rounds
17.7%",Career
xertioN,"First kill in won rounds
17.7%",1.02 (400)
xertioN,"First kill in won rounds
17.7%",1.03 (236)
xertioN,"First kill in won rounds
17.7%",1.01 (164)
xertioN,"First kill in won rounds
17.7%",0.96 (23)
JDC,"Total opening kills
1772",
JDC,"Total opening deaths
1916",
JDC,"Opening kill ratio
0.92",
JDC,"First kill in won rounds
13.1%",1.01 (710)
JDC,"First kill in won rounds
13.1%",1.03 (516)
roeJ,"Total opening kills
3802",
roeJ,"Total opening deaths
3480",
roeJ,"First kill in won rounds
18.3%",1.05 (1097)
roeJ,"First kill in won rounds
18.3%",1.07 (813)
nicoodoz,"Total opening kills
3157",
nicoodoz,"Total opening deaths
1906",
nicoodoz,"Opening kill ratio
1.66",
nicoodoz,"First kill in won rounds
17.2%",1.08 (1005)
nicoodoz,"First kill in won rounds
17.2%",1.09 (841)
FASHR,"Total opening kills
2755",
FASHR,"Total opening deaths
2822",
FASHR,"Opening kill ratio
0.98",
FASHR,"Opening kill rating
1.03",
FASHR,"Team win percent after first kill
73.0%",
FASHR,"First kill in won rounds
15.5%",Career
FASHR,"First kill in won rounds
15.5%",1.03 (952)
FASHR,"First kill in won rounds
15.5%",1.04 (762)
FASHR,"First kill in won rounds
15.5%",1.00 (190)
FASHR,"First kill in won rounds
15.5%",0.90 (25)
Martinez,"Total opening kills
793",
Martinez,"Total opening deaths
457",
Martinez,"Opening kill ratio
1.74",
Martinez,"Opening kill rating
1.17",
Martinez,"Team win percent after first kill
72.4%",
Martinez,"First kill in won rounds
19.2%",Career
Martinez,"First kill in won rounds
19.2%",1.08 (243)
Martinez,"First kill in won rounds
19.2%",1.10 (180)
Martinez,"First kill in won rounds
19.2%",1.03 (63)
Martinez,"First kill in won rounds
19.2%",-
paz,"Total opening kills
2690",
paz,"Total opening deaths
2599",
paz,"Opening kill ratio
1.04",
paz,"Opening kill rating
0.97",
paz,"Team win percent after first kill
73.6%",
paz,"First kill in won rounds
12.5%",Career
paz,"First kill in won rounds
12.5%",1.06 (1147)
paz,"First kill in won rounds
12.5%",1.05 (909)
paz,"First kill in won rounds
12.5%",1.09 (238)
paz,"First kill in won rounds
12.5%",1.08 (12)
MAJ3R,"Total opening kills
3204",
MAJ3R,"Total opening deaths
3340",
MAJ3R,"Opening kill ratio
0.96",
MAJ3R,"Opening kill rating
0.98",
MAJ3R,"Team win percent after first kill
73.3%",
MAJ3R,"First kill in won rounds
13.3%",Career
MAJ3R,"First kill in won rounds
13.3%",0.95 (1282)
MAJ3R,"First kill in won rounds
13.3%",0.95 (1000)
MAJ3R,"First kill in won rounds
13.3%",0.94 (282)
MAJ3R,"First kill in won rounds
13.3%",0.87 (12)
Ex3rcice,"Total opening kills
1483",
Ex3rcice,"Total opening deaths
1554",
Ex3rcice,"Opening kill ratio
0.95",
Ex3rcice,"Opening kill rating
0.93",
Ex3rcice,"Team win percent after first kill
73.8%",
Ex3rcice,"First kill in won rounds
11.4%",Career
Ex3rcice,"First kill in won rounds
11.4%",0.98 (684)
Ex3rcice,"First kill in won rounds
11.4%",0.99 (634)
Ex3rcice,"First kill in won rounds
11.4%",0.93 (50)
Ex3rcice,"First kill in won rounds
11.4%",-
afro,"Total opening kills
2679",
afro,"Total opening deaths
2069",
afro,"Opening kill ratio
1.29",
afro,"Opening kill rating
1.13",
afro,"Team win percent after first kill
73.0%",
afro,"First kill in won rounds
17.6%",Career
afro,"First kill in won rounds
17.6%",1.07 (801)
afro,"First kill in won rounds
17.6%",1.07 (719)
afro,"First kill in won rounds
17.6%",1.07 (82)
afro,"First kill in won rounds
17.6%",-
bodyy,"Total opening kills
4652",
bodyy,"Total opening deaths
4735",
bodyy,"Opening kill ratio
0.98",
bodyy,"Opening kill rating
1.04",
bodyy,"Team win percent after first kill
73.2%",
bodyy,"First kill in won rounds
15.8%",Career
bodyy,"First kill in won rounds
15.8%",0.99 (1569)
bodyy,"First kill in won rounds
15.8%",1.01 (1158)
bodyy,"First kill in won rounds
15.8%",0.95 (411)
bodyy,"First kill in won rounds
15.8%",0.92 (39)
Djoko,"Total opening kills
2588",
Djoko,"Total opening deaths
2827",
Djoko,"Opening kill ratio
0.92",
Djoko,"Opening kill rating
1.02",
Djoko,"Team win percent after first kill
73.1%",
Djoko,"First kill in won rounds
15.8%",Career
Djoko,"First kill in won rounds
15.8%",1.00 (862)
Djoko,"First kill in won rounds
15.8%",1.00 (812)
Djoko,"First kill in won rounds
15.8%",0.94 (50)
Djoko,"First kill in won rounds
15.8%",-
valde,"Total opening kills
3346",
valde,"Total opening deaths
2703",
valde,"First kill in won rounds
13.6%",1.08 (1347)
valde,"First kill in won rounds
13.6%",1.08 (841)
Ex3rcice,"Total opening kills
1484",
Ex3rcice,"First kill in won rounds
11.4%",0.98 (685)
Ex3rcice,"First kill in won rounds
11.4%",0.99 (635)
Tuurtle,"Total opening kills
3104",
Tuurtle,"Total opening deaths
3116",
Tuurtle,"First kill in won rounds
15.4%",1.01 (1083)
Tuurtle,"First kill in won rounds
15.4%",1.04 (886)
stadodo,"Total opening kills
3229",
stadodo,"Total opening deaths
2517",
stadodo,"Opening kill ratio
1.28",
stadodo,"Opening kill rating
1.13",
stadodo,"Team win percent after first kill
71.9%",
stadodo,"First kill in won rounds
18.0%",Career
stadodo,"First kill in won rounds
18.0%",1.01 (973)
stadodo,"First kill in won rounds
18.0%",1.00 (808)
stadodo,"First kill in won rounds
18.0%",1.04 (165)
stadodo,"First kill in won rounds
18.0%",-
arrozdoce,"Total opening kills
995",
arrozdoce,"Total opening deaths
1040",
arrozdoce,"Opening kill ratio
0.96",
arrozdoce,"Opening kill rating
0.97",
arrozdoce,"Team win percent after first kill
71.8%",
arrozdoce,"First kill in won rounds
13.7%",Career
arrozdoce,"First kill in won rounds
13.7%",0.97 (398)
arrozdoce,"First kill in won rounds
13.7%",0.96 (331)
arrozdoce,"First kill in won rounds
13.7%",1.01 (67)
arrozdoce,"First kill in won rounds
13.7%",-
Ag1l,"Total opening kills
530",
Ag1l,"Total opening deaths
596",
Ag1l,"Opening kill ratio
0.89",
Ag1l,"Opening kill rating
0.88",
Ag1l,"Team win percent after first kill
69.2%",
Ag1l,"First kill in won rounds
9.6%",Career
Ag1l,"First kill in won rounds
9.6%",0.95 (302)
Ag1l,"First kill in won rounds
9.6%",0.94 (225)
Ag1l,"First kill in won rounds
9.6%",1.00 (77)
Ag1l,"First kill in won rounds
9.6%",-
kst,"Total opening kills
349",
kst,"Total opening deaths
366",
kst,"Opening kill ratio
0.95",
kst,"Opening kill rating
0.91",
kst,"Team win percent after first kill
72.8%",
kst,"First kill in won rounds
11.5%",Career
kst,"First kill in won rounds
11.5%",0.98 (172)
kst,"First kill in won rounds
11.5%",1.00 (126)
kst,"First kill in won rounds
11.5%",0.92 (46)
kst,"First kill in won rounds
11.5%",-
DDias,"Total opening kills
1044",
DDias,"Total opening deaths
1392",
DDias,"Opening kill ratio
0.75",
DDias,"Opening kill rating
1.03",
DDias,"Team win percent after first kill
69.8%",
DDias,"First kill in won rounds
19.2%",Career
DDias,"First kill in won rounds
19.2%",0.86 (298)
DDias,"First kill in won rounds
19.2%",0.85 (215)
DDias,"First kill in won rounds
19.2%",0.87 (83)
DDias,"First kill in won rounds
19.2%",-
NertZ,"Total opening kills
1545",
NertZ,"Total opening deaths
1312",
NertZ,"Opening kill ratio
1.18",
NertZ,"Opening kill rating
1.13",
NertZ,"Team win percent after first kill
74.2%",
NertZ,"First kill in won rounds
18.5%",Career
NertZ,"First kill in won rounds
18.5%",1.10 (452)
NertZ,"First kill in won rounds
18.5%",1.10 (279)
NertZ,"First kill in won rounds
18.5%",1.11 (173)
NertZ,"First kill in won rounds
18.5%",1.07 (10)
CRUC1AL,"Total opening kills
5601",
CRUC1AL,"Total opening deaths
3948",
CRUC1AL,"Opening kill ratio
1.42",
CRUC1AL,"Opening kill rating
1.14",
CRUC1AL,"Team win percent after first kill
74.6%",
CRUC1AL,"First kill in won rounds
18.4%",Career
CRUC1AL,"First kill in won rounds
18.4%",1.06 (1704)
CRUC1AL,"First kill in won rounds
18.4%",1.06 (1538)
CRUC1AL,"First kill in won rounds
18.4%",1.04 (166)
CRUC1AL,"First kill in won rounds
18.4%",1.10 (10)
MiGHTYMAX,"Total opening kills
3173",
MiGHTYMAX,"Total opening deaths
4255",
MiGHTYMAX,"Opening kill ratio
0.75",
MiGHTYMAX,"Opening kill rating
0.88",
MiGHTYMAX,"Team win percent after first kill
71.4%",
MiGHTYMAX,"First kill in won rounds
11.2%",Career
MiGHTYMAX,"First kill in won rounds
11.2%",0.89 (1516)
MiGHTYMAX,"First kill in won rounds
11.2%",0.88 (1347)
MiGHTYMAX,"First kill in won rounds
11.2%",0.95 (169)
MiGHTYMAX,"First kill in won rounds
11.2%",-
Kjaerbye,"Total opening kills
3988",
Kjaerbye,"Total opening deaths
4143",
Kjaerbye,"Opening kill ratio
0.96",
Kjaerbye,"Opening kill rating
0.99",
Kjaerbye,"Team win percent after first kill
73.7%",
Kjaerbye,"First kill in won rounds
13.8%",Career
Kjaerbye,"First kill in won rounds
13.8%",1.04 (1552)
Kjaerbye,"First kill in won rounds
13.8%",1.05 (897)
Kjaerbye,"First kill in won rounds
13.8%",1.03 (655)
Kjaerbye,"First kill in won rounds
13.8%",1.07 (47)
Surreal,"Total opening kills
4842",
Surreal,"Total opening deaths
5097",
Surreal,"Opening kill ratio
0.95",
Surreal,"Opening kill rating
0.99",
Surreal,"Team win percent after first kill
70.9%",
Surreal,"First kill in won rounds
13.9%",Career
Surreal,"First kill in won rounds
13.9%",0.96 (1860)
Surreal,"First kill in won rounds
13.9%",0.96 (1707)
Surreal,"First kill in won rounds
13.9%",0.94 (153)
Surreal,"First kill in won rounds
13.9%",-
